model,val_acc,val_loss,val_f1,vocab_min_freq,hidden_dim,lr,clip,freeze
baseline,0.57166392092257,0.6977566540863146,0.3157894736842105,50,400,0.001,0.25,True
baseline,0.6556836902800659,0.6432500361479749,0.5587614356087263,50,400,0.001,0.25,False
baseline,0.6018671059857221,0.6511729664032699,0.45692883895131087,50,400,0.001,1.0,True
baseline,0.6617243272926964,0.6135528882344564,0.5769230769230769,50,400,0.001,1.0,False
baseline,0.5469522240527183,0.6868156689264694,0.26666666666666666,50,400,0.001,5.0,True
baseline,0.6968698517298187,0.5881245843268305,0.7133956386292835,50,400,0.001,5.0,False
baseline,0.6079077429983526,0.649742894549739,0.4607250755287009,50,400,0.0001,0.25,True
baseline,0.6408566721581549,0.6331456940885037,0.5233236151603499,50,400,0.0001,0.25,False
baseline,0.6254805052169138,0.6381124903512878,0.5163120567375886,50,400,0.0001,1.0,True
baseline,0.6683141131246568,0.6018501695272099,0.6010568031704095,50,400,0.0001,1.0,False
baseline,0.6436024162548051,0.6334156897420218,0.6097414311485267,50,400,0.0001,5.0,True
baseline,0.6485447556287754,0.6088778596209798,0.5598349381017882,50,400,0.0001,5.0,False
baseline,0.6507413509060955,0.6329747201779725,0.6888454011741683,50,400,5e-05,0.25,True
baseline,0.6886326194398682,0.6086511390344053,0.7036069001568217,50,400,5e-05,0.25,False
baseline,0.6403075233388248,0.6426103363188985,0.700228832951945,50,400,5e-05,1.0,True
baseline,0.686436024162548,0.6069257955247396,0.6996317727511836,50,400,5e-05,1.0,False
baseline,0.6370126304228446,0.6436706085836148,0.682058682058682,50,400,5e-05,5.0,True
baseline,0.6781987918725975,0.6127002771119375,0.6744444444444444,50,400,5e-05,5.0,False
